text,label
Not as good as brosnan,positive
daniel craig in swimmimg trunks!!!,positive
"Craig is a badass Bond, but the film as a whole feels a little dragged out",negative
"On a level with Tomorrow Never Dies and The Spy Who Loved Me. I was among those prepared to blame Daniel Craig for not being Clive Owen, but Craig is Bond.",positive
cause I love all james Bond films,positive
"Great 007 Movie, May Need To Start Watching The Franchise Again After Seeing Bond's First Mission. Need To Hit The Gym Hard After Seeing This Movie (You Know What I Mean!)",positive
only bond movie showed in China.......,positive
Great Movie. Definately one of the best Bond Movies. Actor Daniel Craig does a great job of portraying a more kick-ass Bond.,positive
"daniel craig is ok, but i prefer pierce brosnan, he was the best bond ever!! but still 5 stars from me!",positive
"Great action movie. But a great BOND movie? Hard to say, because it didn't feel like a Bond at all. This one still has me a bit confused...I enjoyed it a lot, but I can't help but feel nostalgic for some of the forgone traditions.",positive
"One word can describe this film: Excellent! This IS what a Bond film should be: Thrilling. ""Casino Royale"" delivers all the goods, without the gadgets. No gadgets? Yep, that's right, NO gadgets. Maybe a few ""enhanced"" tools. But that's it. This is a gritty, thrilling Bond flick for the new ages. Okay, we start off with Bond (Daniel Craig) earning his ""00"" status. (Love the black-and-white effect.) After that he goes to Madagascar where he ends up killing an important lead. But not before doing an excellently staged parkour chase across the city. Killing the lead puts him against his boss, M (Judi Dench), who's frustrated because they wanted to question the man, and not kill him. Bond later travels to the Bahamas, where he eventually ruins one of Le Chiffre's (Mads Mikkelsen) plans. Leaving Le Chiffre bankrupt. Le Chiffre stressfully stages a high-stakes poker game at ""Casino Royale"" in Montenegro, to win the money back. Bond is sent to be in the poker tournament. On his way, he meets an official from HM Treasury, Vesper Lynd (Eva Green), who he later falls in love with. The plot for the movie is bullet-proof. (By that, I mean no bullets go through putting ""plot holes."") Daniel Craig is a great James Bond: Tough, agile, and can actually be hurt (physically and mentally). He's fantastic! Craig sits on the Bond throne without adjusting the seat. He fits in. He's not Connery, or Moore, but he's his own Bond. That's what makes him great. He doesn't try to re-create previous Bonds, but, rather, makes his own. Bravo, Mr. Craig! Also, Martin Campbell should take a slice of the cake for his brilliant directing! As well as the actors. They're all flawless. Eva Green, Judi Dench, Mads Mikkelsen, Jeffery Wright (did you think I'd forget him?), everyone! This can rank as the best Bond film in years, if not, the best! My score: 10/10 My RT score: 100/100",positive
Could have been shorter(by condensing the SLOW parts) but overall a good movie.,negative
Probably one of my favorite bond films of all time. The execution of this story is perfect and Daniel Craig is one of the best bonds that I have seen.,positive
"One word - amazing! Arguably the best Bond film I have ever seen. Daniel Craig brings Bond back to his roots - reminiscent of Fleming's original harsh, cold-hearted secret agent, the humour that has often been associated with the character is now all gone. People hail Connery as the best Bond, and it is true no one else has come even close to Connery's portrayal - until now.",positive
This movie is soo Good! And Daniel Craig is HOT in this!,positive
"One word - amazing! Arguably the best Bond film I have ever seen. Daniel Craig brings Bond back to his roots - reminiscent of Fleming's original harsh, cold-hearted secret agent, the humour that has often been associated with the character is now all gone. People hail Connery as the best Bond, and it is true no one else has come even close to Connery's portrayal - until now.",positive
"Thirty minutes too long. Other than that, a satisfying ""prequel"" to the Bond series.",negative
"Good movie, but not a real 007 Movie :-/ ... Q is missing, to few gadgets",negative
"Paras Bond ikina. ja mina en pida toimintaelokuvista, joten nelja tahtosta on jo lottovoitto.",positive
"best bond since a long, long time... due to the fact that Brosman sucked as 007",positive
"Craig and Dench are brill, the rest average!",positive
one of the best Bond movies' ever,positive
i actually had a blast watchin' this.,positive
One of the best Bond Movie with On Her Majesty's Secret Service! A new beginning for a new Bond!,positive
"(farting noise) ""I'm making farting noises with my mouth,"" (farting noise).",negative
"Excellent, if a bit over long. Craig is very good.",positive
"Thank you for a new, most excellent, Bond.",positive
I have seen all of the Bond movies. I would have to say that Casino Royale with Daniel Craig as 007 is the best of the movies.,positive
"""a little more to the left"" it hurt to watch",positive
"that first scene... so great! First I saw of ""parkour"" in film.",positive
"An Actor's biggest challenge - being a better Bond than the previous if offered the chance. Craig came, he saw, he was not found wanting. They set out to take bond to his roots and they did just that, but gave us flair and sex appeal too - brilliant Sunday movie whatever the weather",positive
The series gets back on track. Daniel Craig owns this role.,positive
This is actually a funny movie. A revolutionary image of Bond being out of control and away from the type of classic aura.,negative
Daniel Craig is awesome.,positive
"I thought it kicked the crap out of all of Brosnan's Bond movies with the possible exception of Goldeneye. This could be because Fleming actually wrote both stories, but Craig gives a life and playfullness to the character not seen since Connery. Looking forward to the next installment!",positive
"as close to the books as they will ever get , welcome back Sean i mean James",positive
"never into in bond's movie but this one i like, daniel craig is so cool",positive
Daniel Craig is a badass. best Bond since Sean Connery. the movie was very well done and developed the characters nicely.,positive
"Much better action than the other bond movies. Nothing out of this world, just good old bad guys who need someone to put his foot up their ass.",positive
One of my most favorite movies in years. I love that bond is back to his roots and isn't corny anymore.,positive
"I really enjoyed this movie, I believe Daniel Craig is what the Bond Universe needed to help us into the next decade of Action/Bond films. I am curious to see how he keeps it up.",positive
It wasn't even a Bond movie... plus Daniel Craig is preeety ugly.,negative
"Best ""Bond"" in a while.",positive
"I have such a crush on Judi Dench in this movie. Oh, who am I kidding? I always have a crush on Judi Dench.",positive
"Classy, clever, and action-packed. What Bond is supposed to be. None of that cartoony evil villain crap.",positive
"No ""Q"", no gadgets, no shooting, no humor. Just a game of poker. LAME!!! The first 10 minutes are the best part, after that shut it off. Give me the high-tech Brosnen stuff over this James ""Blond"" any day. Or better yet bring back Connery for one last blast.",negative
"your average james bond movie: shooting, chases, money, and a chick in the end.",negative
eva greeeeen - yeni bond daniel craigg cuuuk oturmuss -- sonda eva green kendini öldürüo venedikte -- bond a asik oluo ve onu kurtario para karsiliginda... montenegro kumar sahneleri iyi --eva ile daniel in karsilikli ucaktaki ve yemekteki muhabbetleri klassss --- aston martin parcaliolar filmde :) -- tf 108 blue smoke gozluk super -,positive
UURRMM!yeah alrite!! but originals Better!!,negative
The 1st neo-Bond I really enjoyed. All splash and entertainment.,negative
quite enjoyed the new Bond...,negative
"Craig is an amazing Bond, great way to tell the story of how Bond became 007.",positive
I really like the ation and pace of the film,negative
right behind GOldeneye for favorite bond movie,positive
I've got a little itch...,positive
Bond is back with a vengence,positive
Wasn't as good as some of the other bonds but was still pretty good. I don't really like Daniel Craig as Bond.,positive
"i didn't think anyone would be able to make me waver in my long-standing devotion to sean connery, but daniel craig is the new leading bond man in my life. so good, so much more to it than most bond movies.",positive
"After the stinking monstrosity of Die Another Day, surely the only direction for the Bond franchise was up (but then you would have thought that after the crap-o-rama of The World is Not Enough). Mercifully, Casino Royale does show signs of improvement but that is more a reflection of the woeful depths the series had sunk to than any great cause for celebration. Daniel Craig makes a muscular, charismatic Bond but the film's scenario seems incredibly tired with the drama struggling to rise above a so-what level of interest. And while the Monte Carlo and Caribbean settings would have once seemed the height of stylish affluence, these days they merely epitomise a cruddy nouveaux-riche naffness that will only appeal to people who read magazine articles with titles like 'How to Live Like the Beckhams for Â£1.99'. Returning 007 helmer Martin Campbell (Goldeneye) handles the action in competent fashion but, aside from an early chase across a building site, none of it ever really threaten to take the breath away. Eva Green as the love interest fills out an evening dress in eye-catching fashion but appears to be significantly younger than her leading man. Any scenes where Craig is called upon to flirt with her results in him coming across rather like a sleazy uncle while the love scenes between the two threaten to raise the spectre of such previous Bond May to December romantic mismatches as Roger Moore and Grace Jones (okay, they're not that bad). The title song is absolutely bloody horrible for what seems like the eight-hundredth time in a row and a certain make of laptop was featured so heavily I was surprised it didn't crop up in the cast list in the closing credits.",negative
mmmm... Daniel Craig... what else do you need to know??,positive
"A lot of character development -- movie gold for me. I was kind of confused about Vesper's motives (which is all I can say about that, so as to not tip off people who haven't seen it, but I'm probably one of the last people to see it for the first time). Goldeneye is still my favorite out of sentimental value and love for Pierce Brosnan as James Bond, but this one is pretty good.",negative
"action, suspense, beautifully shot, a guy film through and through, good storyline, near perfect for me",positive
"Nice to see Bond updated.. ironic being base on the first novel however. Edgy, fun & awesome action - Daniel Craig best Bond since Connery",positive
"The most realistic Bond yet! Gets ass kicked way more than usual --Craig fits the bill on this one. Not a huge fan of the excesive amount of poker playing, but that was how it was in the book! Hope the next Bonds' follow ""suit""?",positive
Ranks among the top tier bond films,negative
Fabulous. Enough said.,positive
The best Bond movie. A great portrait of James Bond's early darkest days.,positive
ian craig is the second best bond behind connery.,positive
"The best Bond movie in a long, long while. Daniel Craig's Bond is gritty, violent, and intelligent; he doesn't need the gadgets to beat the bad guys. He's emotionally conflicted, which makes him more human, and more deadly. Favorite Bond movie.",positive
Good reinvention of the franchise.. some inconsistencies but a solid Bond movie with a wee too much poker.,positive
"What a disappointment! Give Pierce Brosnan back the role. Too gritty for my tastes and didn't feel like Bond at all, just some hired assasin. I didn't care for the storyline either. Daniel Craig will never be JB to me, I just really don't like him.",negative
"I usually do not like James Bond movies, but this was one was incredibly different. Daniel Craig is awesome.",positive
Best James Bond movie ever made. Daniel Craig is amazing. Done.,positive
"Very awesome, very dark, just sweet.",positive
i thought it got too boring in the middle.,negative
"eh...I don't like the new James Bond, and one of the lines with the new ""bond girl"" could have come straight out of a cheesy drug store romance novel...",negative
"i thought it was shit, everybody else loved it. i say they're dumb.",negative
Bond...at his best. Brings Connery's no BS attitude back,positive
Such a kick-ass Bond. Love Daniel Craig.,positive
First 10 minutes was worth the 9 bucks,negative
"I love Bond movies although many of them are very cheesy. I honestly believe this is the greatest Bond movie ever. I love the fact that the Bond character was taken seriously and we get to see a more gritty realistic Bond that kicks ass. Great action believable story and a cool Bond (Daniel Craig is the perfect Bond, even better than, dare I say, Sean Connery).",positive
Didn't fit in with the other films. Sean Connery needs to come back one last time.,negative
"So I wasn't sure if Craig could pull Bond off but he definitely exceeding my expectations, bringing something new to Bond. As for the storyline, once you admit that it can only happen in a Bond film, you enjoy it that much more.",positive
"Meat Head James Bond doesn't work that well for me, eva green does though",positive
"what a good bond craig the local makes, a bit cheesy but not as cheesy as the others?",positive
"in my opinion, the best Bond movie to date",positive
"This is the best incarnation of the character on-screen; he acts like an assassin , rather than an intelligence officer (""secret agent"") that people believe him to be.",positive
honestly my favorite bond...a whole new dimension of one of my fave heroes. wonderful story and extremely entertaining action.,positive
"Finally, a real James Bond. Daniel Craig is amazing.",positive
I thought Bond had balls in this film. Good action.,negative
The blonde Bond is the Best,positive
"TrÃ¨s bon film qui tient en haleine, Daniel Craig est excellent et ne jure pas dans ce rÃ´le avec les prÃ©cedents 007.",positive
"Daniel Craig is a revelation as Bond. And a dark intriguing chapter in Bond's life, nothing campy here.",positive
JameZ BoND iZ baCk Da MovieE iZ keWL Full Of AwSomE ActiOnZ N daniel Craig LookZ GreAT... N Y FilmZ WiD CraIG Az JamEz BOnD Shud Definitely ProVe INtreSTiN laTer On ...da MovIE Iz SupeRB I giv DiZ MoviE Full StAR 007 RockX,positive
el mejor James Bond... nadie puede ser tan guapo,positive
not a good rep of a bond movies,negative
"Bond is back, better than ever.",positive
Enfin un James Bond qui est plus realiste.,positive
superb! daniel craig explodes onto the scene with the best rough and ready Bond since Dalton.,negative
"Saben que londres marcÃ³ mi vida... no es novedad, esta peli la vi allÃ¡. Asi que es excelente....",positive
Love to play poker ?,positive
Good Bond film but not the best. This was just a great action film with the Bond name.,positive
Better than most Bond movies. Lots of eye candy.,positive
Bond remodelled into a much rugged and hard hitting than ever before. Superb.,positive
bringing back a respectable bond,positive
daniel craig was good in this and was worth watching as im not a james bond fan,positive
...scarier bond... unanswered questions... and so we wait for the next part of the story...,positive
How Bond should be! A real person with feelings...Daniel Craig...what can I say?,positive
"Though a betrayal to the Bond franchise, audiences will wonder why ""Casino Royale's"" dubious authority and moral uncertainty rings true.",positive
this is what i called the real james bond. n i jus loooove daniel craig!! the bluest eyes I've ever seen! i jus fell in love w/ him (his eyes!),positive
great flick until the bloated 20 min love story section near the end of the movie. monkey man made a good bond despite his licence to kill dalton haircut.,negative
"A nice fresh, and true to the nature of Bond film. I enjoyed this, though had the entire film been black and white such as in the opening perhaps I could have liked it more.",positive
Bond er tilbage! Hil Daniel Craig! Godt at se en skuespiller spille James Bond med en rÃ¥hed og selvfÃ¸lgelighed som ikke er set siden Sean Connerys tid som 007.,positive
"It looked pretty, but I was bored. I'm more of a ""Goldeneye"" type guy.",negative
Wow. I like James Bond?,positive
"umm i donno about him being more 'real' cuz real people do not jump building to building like that, nor do we walk off stab wounds and such, nonetheless, extremely entertaining, and really a great romantic tragedy",positive
"Solid actioner caries a little more to it than most of it's kind. Ultimately I found the last half to lack the excietment that the first half built so strongly. Still, it's definately worth watching.",positive
"I didn't know if I was going to like him, but I do.",positive
it was not bad. makes james bond look more human and not all hero. it had some slow parts but watching daniel craig made it all worth it,negative
The movie that made me hot for Daniel Craig.,positive
My Favorite James Bond,positive
great adaption of the book and a great bond movie much like the ones with Sean Connery,positive
"This film is the best bond yet, filled with high octave action, wit, and charm. Casino Royale is the quintessential Bond film that balances glamor/ grandeur with a more realistic, dark modern reality. Much of the movie is carried by Daniel Craig, whose portrayal of 007 deserves high recognition, combining the darkness of Timothy Dalton, some of Brosnan's charm, and Lazenby's vulnerability, Craig crafts James Bond not just as a ruthless assassin, but discards the facade of the lifeless agent, embracing Bond as a human with tender emotions.",positive
Best James Bond Ever!,negative
"Bond fan here, but this is a Bond in name only. Can you possibly imagine this ""early"" Bond ever evolving into a 007 played by Connery, Moore or, God forbid, Dalton? Shudder. Craig takes Bond to a new level and adds the kind of depth that resurrects a franchise. Lucky for Broccoli, Bond was never in trouble, and now they have the most powerful movie brand to leverage in the world.",positive
"Holy cow! Daniel Craig has the bluest eyes. He's so cute and he's an amazing actor, must not forget that. Casino Royal is amazing. I've always loved Bond movies and this was fabuolous. One of the best.",positive
Bloody brilliant Bond! Craig is awesome and while i missed some classic 'Bond' things - this was a great re-invention.,positive
"I must admit, I was hesitant when I heard Daniel Craig was going to be the new James Bond. Well...he put all my worries to rest. One of the best, if not the best, opening 20 mins of any Bond film. Daniel Craig isn't the Bond we're used to but he delivers in his new way.",positive
"really pretty good. i didn't think i was going to like it, but it was good...",positive
Revival of a dying franchise. Daniel Craig is the best Bond.,positive
It's not so hard to watch Bond. This film was worth the time it took to watch it.,positive
"Appaling and boring. Im Devistated, While Daniel Craig is playin g bond I will never go and see another one. From a huge bond fan, It made me feel dead inside. Im betrayed!",negative
it turned out to be better than i thought. however daniel craig isnt even close to pierce bronson. bronson is the best bond ever!,positive
Different Bond same over the top action. I thought it was good but not great,negative
The best Bond-movie this far. The only thing that could've given it the full five stars would've been Connery. He will always remain my #1 Bond.,positive
"Casino Royale has brought Bonds into the modern era with a bang, all the usual extravagant locations, explosions and hot women, but just for a change it has a realistic bond without masses of cheesy gadgets. Problem is I can't help but feel its stolen a lot from the Bournes. Still world class and the best Bond ever. Daniel Craig for prime minister.",positive
"the best bond film (although not book) there currently is (and yes....i grew up watching ALL the bond films). from the very first scene, till the last watery grave for that (the only bad thing i've got to say about this movie) annoying posh ponce vespa. loved it. and it's got daniel craig in a pair of tight blue shorts.....what more could you want????",positive
strayed away from traditional bond,negative
The first Bond move that I liked...,positive
"Daniel Craig was much better than i anticipated, but he's no Bond though. I liked some moves he performed and the chase scene in the beginning, but that was really it- i mean it was really just an (i would like to say below, but almost all action these days is below everything) average action movie.",negative
Great movie...little slow in the Casino scenes...,positive
"Daniel Craig is not better than Connery, but I liked him better than Moore.",negative
"i dont really like Daniel Craig, also the fuckin' FORD that appears in the movie but I can forget all that just because its a Bond movie",negative
Compared to the last couple of bond movies this was good. However for an action movie it was slow. Judi Dench made me cringe with her unbelievable portrayal as the head of MI6 and Eva Green must be the ugliest Bond women in the whole franchis. Overall the movie could probally be fixed by slashing about an hour of slow script from it.,negative
awesome need i say more,positive
"pretty good, lots of action",negative
Bond is back doing what Bond should be doing. None of that crazy shit. Just old fashioned espoinage.,positive
this is very amazing and excellent movie :D i like it.,positive
le film le plus stylÃ© du monde,positive
Daniel Craig - so hot! Most believable James Bond ever.,positive
Great new bond actor!,positive
"Doesn't come close to the other bond classics. They decided to cast the new Bond as a jerk now? Crashing the Aston-Martin was...neat?...but other than that, not much car action.",negative
"Easily my favourite 007 movie and Bond. Had doubts about Daniel being cast, but he blew me away. The guy can act and he is easily believable as a spy with an edge. Almost forgot who the other bonds were (with apologies to Connery who now comes as the second best). Same director as Goldeneye, but different look and style, thanks to the script enhancements and producers wanting to relaunch Bond with more tuned to current times. Oh yeah, less CGI and Gismos and old fashioned stunts! Worth watching just for the early running chase on top the crane and through the construction site! Bond is Back!!!",positive
"Other than the first action scene, where Bond is running through the construction site, there is no real excitement here. FX took over and made good acting a thing of the past...",negative
"No Pierce Brosnan, but great fight and action scenes.",positive
Average four stars? What's wrong with you people?,negative
"I don't like James Bond movies, but I liked this one a lot. The action scenes were incredible, the chase scenes spectacular; it's the first poker playing scene I found interesting, and oh, did I mention that Daniel Craig is the hottest Bond EVER?",negative
trop bien comme film,positive
"Not bad as a Bond film, but still a major disappointment.",negative
"on préfèrera la version avec Woody Allen, Peter Sellars etc...",negative
"Casino Royale confirmed the end of Bond saga. When someone removes every trace of a person, that person cease to exist. Casino Royale was the movie in which the vilain became hero. The gentleman was replaced by an ass hole. The beautifull bond girl was replaced by a (only) cute intelectual lady. So, game over. Just another action movie.",negative
"This was 007's first 00 mission, and it was a fantastic mission at that. I'll admit that I was most excited about watching the movie and it didn't disappoint in terms of the mission (even though M was still the woman from the later Bond films). After the mission, I was just disappointed with the fact that Bond fell for the woman and allowed himself to be duped the way that he was. I know that it explains more as to what happens in later missions with Bond's attitude, but really, it was just so un-Bond I took objection.",positive
"This was 007's first 00 mission, and it was a fantastic mission at that. I'll admit that I was most excited about watching the movie and it didn't disappoint in terms of the mission (even though M was still the woman from the later Bond films). After the mission, I was just disappointed with the fact that Bond fell for the woman and allowed himself to be duped the way that he was. I know that it explains more as to what happens in later missions with Bond's attitude, but really, it was just so un-Bond I took objection.",positive
"A couple of years ago, around the time 'Tomorrow Never Dies' came out, I went on a mission to see as many of the James Bond Films as I could. I saw damn near all of them and then came to a horrible conclusion. I don't really like James Bond films. The one that stood out as 'the best' was 'You Only Live Twice', but even that wasn't fantastic. I saw 'Tomorrow Never Dies' and it was pretty awful and over the following years they didn't get much better. I did like Pierce Brosnan in the role, and 'Goldeneye' is one of the better ones, but none of the films really did it for me. I think the whole problem for me was that the James Bond films promised so much, but delivered so little. So we come to the 2006 version of 'Casino Royale'. I didn't think Brosnan was quite done with Bond, but seeing what they did with this film, I can see why they wanted a change. I hadn't seen Daniel Craig in very much, I wasn't particularly impressed with either 'Layer Cake' or 'Munich', so I didn't hold much hope that he'd improve the character. The director is Martin Campbell, with his second attempt at the Bond franchise (the first was 'Goldeneye'), and I don't really like any of his films either, I don't mind the Zorro films. My expectations are low, but when I come to see it, I'm quite impressed. Craig plays Bond more as a real person rather than the caricatures of spies and playboys portrayed in the past. You can believe he is an assassin working for the british govenment. The action scenes are fantastic, what I always expected a James Bond action scene to look like. Though there is one chase scene early on in the film which would probably look more in place in a 'Men in Black' or 'X-Men' film. All in all, it was great. I'd say the best Bond film to date.",negative
"close to connery, but closest to the books out of the bond films yet.",positive
"Why are you still reading this, watch it now. Daniel Craig is amazing and Eva Green is a fox.",positive
"This is what an action movie should be. There was more action in the first 20 minutes than in most others. The plot was not spectacular but it was pretty good, especially at adapting modern technology into it. Give it a go if you are looking for a good action movie with a plot.",positive
"Daniel Craig may be the best Bond yet ... he is not only HOT, he is believable, stylish, gritty, real ... none of that airbrushed, sanitized hollywood fluff ...",positive
Daniel Craig is the best Bond. If you think another is better watch another Craig's performance back to back with the opposing Bond. There really is no comparison.,positive
"Love Daniel Craig. I honestly couldn't care less whether Bond was blonde or brunette. I was pleased that the movie focused on the plat rather than special effects, and now Bond is back the way he's supposed to be.",positive
"This movie came with high expectations which were well met by Craig, as well as superb visual, action, special effects, and seeing bond without his gadgets gave him a more human feel. The movie had a great pace and good plot, especially the intense poker sequence.",positive
My second favorite James Bond. Daniel Craig plays the part perfectly.,positive
"i know its been out a while, and i've seen probably ten times, but i just felt like reviewing it. easily in the top five bond movies, and that's coming from a die hard bond fan. daniel craig is an awesome bond, great story, need i say more.",positive
"I am a Bond film fan. I love them all: from the classic Connery films of the 60s, to the cheese of Moore's movies in the 70s and overly gadgetized Brosnan flicks in the 90s. Except Lazenby. He was horrible. Anyway, I had low expectations with Craig as the new Bond. He, and this film, are tremendous. Going back to basics, there are no missile launchers in trench coats or laser beam firing toothbrushes. Just a Walther P99 and good ol' hand2hand ass kicking. Also, it's possible this movie has one of the best foot chases ever put to film; that bomber guy is like Spiderman or something. The bad guy is really great, a Bond girl like the one next door and a plot that's credible.",positive
"This movie sucks. Its boring, I don't care who the hell these people are, and the entire time i found myself fantasizing about stabbing myself with a fork to make sure my nerves hadn't rotted away. This is the most boring Bond movie ever made.",negative
"Best bond movie yet. I know bond purists will disagree, but that's what i think",positive
surprisingly excellent. best bond film in many years,positive
"LOVE IT. I expected to HATE this bond, but I fell madly in love with him. Great action, great story. Can't believe they managed to make watching a poker game that interesting. LOVED Vesper too. Nice bond girl!!",positive
One of the best recent Bond movies. Craig is surprisingly good in the role of 007,positive
Best Bond Film Ever!!!!!,positive
Change is sometimes a good thing.,positive
"this was to b the initial bond, and very rough no finesse, yes u cant b suave on yo first day",negative
The best Bond movie in years. I have no problem with Daniel Craig - but I like them all.,positive
Who couldn't love it?,negative
"Terriable, I had alot of expectation for this movie and it failed me, in my opinion this is the wrost james bond flim that I have seen",negative
I loved it. Daniel Craig definetly makes a great Bond. The movie was very entertaining and not as goofy as the last few 007 installments.,positive
I loved this movie. From the gritty fight scenes to the sad ending.,positive
Watched it with Esther and Josh and had a blast! I just bought my own copy last night.,positive
daniel craig was a good bond! didn't c dat coming,positive
I wasn't completely sold on Daniel Craig... at least until I saw the movie. He may end up being a greater Bond than Connery. He's already #2 in franchise history. And the movie went away from the glitzy junk that screwed up every film since GoldenEye.,positive
"""and the valet ticket, pls"" Love it.",positive
I thought it was a fresh start,positive
"The James Bond equivalent of the Dark Knight Returns, a more hard edged Bond minus the camp stylings of his predecessor, gone are the over the top ridiculously impossible stunts, Bond exsists now on a plain where the laws of gravity apply. This is indicated most in the opening sequence, gone is the plane surfing exploits, replaced by a gritty chase scene through a building site, ending with the pursuee getting shot in a daring escape attempt by Bond from an embassy. The standards remain, i.e. the lovable rogue that all women desire and his ability to be seemingly bullet proof, running past multiple assailants firing upon him with machine guns to no avail. There are some very good plot points and character developments. The natural evolution of Bond is here and masterfully portrayed by Daniel Craig, welcome to the reborn generation of superspy.",positive
This was exactly like the novel and I loved that. The only thing I didn't like was that there was no Q :(,negative
"not enough action scenes and explosions, but still pretty good",positive
not the best james bond but a ace movie!,positive
Changed my review after the second viewing from 3.5 to 4.5. This film is a lot better than I originally gave it credit for. Makes the Brosnan Bond's look the same way The Dark Knight makes Batman and Robin look.,positive
"A better way to go for Bond movies. Some people won't agree with that, but Craig doesn't seem like the Bonds that we've gotten comfortable with. You know what I'm talking about. The ones that are never in any danger of compromising their cool or losing anything. Or the ones that are never dark.",positive
"Took the wife with me for this one and she hates bond films ,came away wanting to go cheetham hill and buy the pirate copy ha ha",positive
"Daniel Craig is the man. Anyone that says he isn't the best bond is an idiot. I've seen this movie at least 20 times, and I would still watch it at any time. I love it.",positive
Watch this film. Bond fan or not.,positive
"This is not James Bond. This is simply awful. He doesn't do anything that Bond does! The beginninng is awesome, yes, but after that first action scene it's awful. The villain is an INVESTOR (oh boy!), Bond doesn't shoot anyone, he drives for literally 15 seconds, and all he does is play cards. Worst Bond movie I've ever seen.",negative
"Really cool, loved it..........",positive
"i usually don't like movies like this... but i must admit, it was AWESOME! I was actually suprised by how much I liked the movie and how much I got into it!",positive
its only a good movie if you can follow... cause if u loose track you wont understand a thing. But still its one of the best bonds since Sean Connery. 2 thumbs up,negative
Daniel Craig is my favorite bond out of all of them.,positive
"Top class stuff. Tells you the roots as to why Bond is how he is. Great characters, top comic villains and some great plot moments. I was never much a Bond fan, but this got me into the idea of rewatching all the classic Bond movies.",positive
Great action sequences and no cheesy gags. Impressive.,positive
"This is probably the best Bond film, although I wouldn't consider myself a Bond fan. They finally managed to update 007 for the post-cold war age. The action sequences were so much fun, as was the poker game. Daniel Craig's Bond is a slightly more complex character here who actually falls in love with the beautiful Eva Green. Casino Royale has everything a Bond film should have: exotic locales, incomprehensible plotting, great one-liners, and badass chase scenes. I can't wait for the next one.",positive
i absolutly love james bond.,positive
"La unica pelicula de James Bond que merece la pena. (Los tiene de titanio, por otra parte).",negative
U Cant Define An Action Movie If u Havnt Seen THis One!,positive
Really good Bond movie. Daniel Craig is the most believable agent after Sir Sean Connery.,positive
Really good James Bond! A realy different style that totally seduced me! Unless it was the hot Daniel Craig :-),positive
"Tout arrive, meme m'interresser a James Bond :-)",positive
"I had to watch this while donating plasma. It was entertaining enough, although not my style.",negative
one of the best bond films,positive
My first Bond movie. Way better then I was expecting. The action scenes felt very realistic. Good movie.,positive
"So effing good. Even my wife loved it, and she is not into Bond!",positive
Who's Pierce Brosnan?,positive
"Brilliant, rates about a 4.5 on the Claytometer! Mads Mikkelsen is fantastic as always.",positive
"terrible. quite possibly the WORST bond movie ever. craig cannot be a bond. terrible plot. slow moving, since it revolves around a card game, which is slow.",negative
"it's official: i don't like daniel craig. nothing personal, i just frown when i see his face.",negative
Kicks all kinds of ass.,positive
"I was never a huge Bond fan - I liked playing Bond because his guns and gadgets and everything were fun, but I also liked playing Mission Impossible (and we all know how those movies turned out.) But after seeing this movie, I fell in love with Bond, just, you know, not in a gay way. Very fun, very entertaining, just a thrill ride from beginning to end and it just leaves you wanting more. Can't wait for Bond 22. Daniel Craig owns the Bond role now, as far as I'm concerned.",positive
i'm a huge 007 fan and this one was great. darker but great,positive
Another very good bond,positive
Great action and story.,positive
"One of the best Bond films for a long time, Daniel Craig is brilliant! Looking forward to the sequel...",positive
Bond Back And Its great !,positive
except for that boring part towards the end ... this was an amazing bond.,positive
"this is one of my favourite bond films ever its just amazing. but i just thought, this means i have to go through every bond film now *he cries*...........",positive
"Brilliant action movie, even if I am not fond of Daniel Craig acting skills...",negative
"I fell in love with Mr. Bond when I watched the Pierce Brosnan version of Goldeneye... ...But now, 007 on acid (Daniel Craig as Bond) has my love loool! Okay in lamens, Best bond I ever seen!",positive
"Best Bond film by far, Danial Craig brings a different dimension to the character, who needs gadgets when you can kick ass!",positive
Most enjoyable Bond movie I have seen since Goldfinger. Great twist and turns and of course...action.,negative
"Daniel Craig is easily the second best bond ever next to the bond(Sean Connery). He brought a toughness along with charisma that was lacking during the PB era of Bonds films. Action packed,humor and drama filled this movie will not dissapointed those of us Bonds fans who were waiting for crediblity to the role to be filled!",positive
"Never liked James Bond movies. But this one is amazing! gritty, tough, less gadgets and comedy, tons of real action and great acting. First time anything 007 feels like a real movie and not a comedy",positive
I love any movie which involves calling a person's cell phone to make sure they're the right guy before shooting them. :),positive
Best Bond movie ever!,positive
Näyttelijät just paikallaan.,negative
"A new Bond - a new type of Bond movie. No 'Hollywood' frills, no Q, no gadgets, all action. Craig brings a new slant to the 007 series with a hard-hitting Bourne Identity approach to espionage.",positive
it's bond. need I saymore,positive
"Not quite up to the heights of delights such as 'Goldeneye', or 'The Living Daylights'. This is nonetheless an excellent return to form for the franchise, proving that Daniel Craig is indeed the man for the job. It's slightly overlong and carries on where it should of finished adding a rather pointless action sequence at the end. This however doesn't stop it from being all leagues of exciting, and alround quality.",positive
This was a real 'Ace in the sleeve' or 'lucky dice' of a movie. Who could have believed that James Bond could once more be so entertaining and exiting.,negative
"Daniel Craig silenced all with his powerhouse performance as a back-to-basics Bond. No gadgets, no smutty remarks and plenty of hard hitting action. My only gripe was the oddly structured ending. Apart from that it is easily the best Bond for years, if not the the best.",positive
